model_mtr_name,model_mtr_ep,dataset_name,dataset_type,metric_1,metric_2,p_value_mantissa,p_value_exponent,epoch,loss,loss_ranking,metric_1_ranking
ChemBart_Medium_20m,0.0,bace_classification,classification,0.586413,,0.072056,,0,0.849697470664978,6,6
ChemBart_Medium_20m,0.0,bace_classification,classification,0.784239,,3.459104,-10,1,0.6679408550262451,0,4
ChemBart_Medium_20m,0.0,bace_classification,classification,0.793841,,6.975146,-11,2,0.7175142765045166,5,1
ChemBart_Medium_20m,0.0,bace_classification,classification,0.782971,,4.247305,-10,3,0.671173095703125,1,5
ChemBart_Medium_20m,0.0,bace_classification,classification,0.800906,,2.032227,-11,4,0.7133046388626099,4,0
ChemBart_Medium_20m,0.0,bace_classification,classification,0.788587,,1.692694,-10,5,0.6869188547134399,2,3
ChemBart_Medium_20m,0.0,bace_classification,classification,0.790942,,1.141166,-10,6,0.6999805569648743,3,2
ChemBart_Medium_20m,0.0,bace_regression,regression,0.9986,0.84044,9.913426,-29,0,0.4746417999267578,4,6
ChemBart_Medium_20m,0.0,bace_regression,regression,0.85658,0.695892,3.315195,-24,1,0.4356942474842071,0,1
ChemBart_Medium_20m,0.0,bace_regression,regression,0.878725,0.701311,4.92323,-24,2,0.4609024822711944,2,2
ChemBart_Medium_20m,0.0,bace_regression,regression,0.892467,0.72203,3.60151,-25,3,0.4560435712337494,1,3
ChemBart_Medium_20m,0.0,bace_regression,regression,0.815266,0.657477,1.226418,-26,4,0.4683204293251037,3,0
ChemBart_Medium_20m,0.0,bace_regression,regression,0.948047,0.731278,2.208498,-21,5,0.4932278394699096,5,4
ChemBart_Medium_20m,0.0,bace_regression,regression,0.955566,0.739418,1.896946,-21,6,0.5049793720245361,6,5
ChemBart_Medium_20m,0.0,delaney,regression,1.006736,0.746728,2.957808,-23,0,0.6635934114456177,6,6
ChemBart_Medium_20m,0.0,delaney,regression,0.558009,0.466453,1.241532,-34,1,0.5114724040031433,5,5
ChemBart_Medium_20m,0.0,delaney,regression,0.491663,0.405815,1.22142,-41,2,0.4316739439964294,4,1
ChemBart_Medium_20m,0.0,delaney,regression,0.504891,0.409112,4.349917,-37,3,0.4068867266178131,1,2
ChemBart_Medium_20m,0.0,delaney,regression,0.48092,0.389108,3.933907,-38,4,0.388606309890747,0,0
ChemBart_Medium_20m,0.0,delaney,regression,0.523485,0.407747,5.498923,-40,5,0.4077315330505371,2,3
ChemBart_Medium_20m,0.0,delaney,regression,0.528247,0.409795,1.013703,-39,6,0.4089920818805694,3,4
ChemBart_Medium_20m,0.0,hiv,classification,0.719373,,1.109842,-17,0,0.0905913636088371,6,6
ChemBart_Medium_20m,0.0,hiv,classification,0.742942,,2.277659,-21,1,0.0841618776321411,4,5
